duration_bin,log10_total_gametocyte_density_bin,prob,duration_bin_min,duration_bin_max,log10_total_gametocyte_density_bin_min,log10_total_gametocyte_density_bin_max,immunity_bin
"(135, 140]","(3.6, 3.7]",0.003236245954692557,135,140,3.6,3.7,"(-0.001, 0.05]"
"(140, 145]","(3.5, 3.6]",0.009708737864077669,140,145,3.5,3.6,"(-0.001, 0.05]"
"(145, 150]","(3.4, 3.5]",0.003236245954692557,145,150,3.4,3.5,"(-0.001, 0.05]"
"(145, 150]","(3.5, 3.6]",0.012944983818770227,145,150,3.5,3.6,"(-0.001, 0.05]"
"(150, 155]","(3.0, 3.1]",0.003236245954692557,150,155,3.0,3.1,"(-0.001, 0.05]"
"(150, 155]","(3.3, 3.4]",0.003236245954692557,150,155,3.3,3.4,"(-0.001, 0.05]"
"(150, 155]","(3.4, 3.5]",0.003236245954692557,150,155,3.4,3.5,"(-0.001, 0.05]"
"(150, 155]","(3.5, 3.6]",0.022653721682847898,150,155,3.5,3.6,"(-0.001, 0.05]"
"(155, 160]","(3.2, 3.3]",0.003236245954692557,155,160,3.2,3.3,"(-0.001, 0.05]"
"(155, 160]","(3.4, 3.5]",0.003236245954692557,155,160,3.4,3.5,"(-0.001, 0.05]"
"(155, 160]","(3.5, 3.6]",0.016181229773462782,155,160,3.5,3.6,"(-0.001, 0.05]"
"(160, 165]","(3.5, 3.6]",0.019417475728155338,160,165,3.5,3.6,"(-0.001, 0.05]"
"(160, 165]","(3.6, 3.7]",0.009708737864077669,160,165,3.6,3.7,"(-0.001, 0.05]"
"(165, 170]","(3.2, 3.3]",0.003236245954692557,165,170,3.2,3.3,"(-0.001, 0.05]"
"(165, 170]","(3.3, 3.4]",0.003236245954692557,165,170,3.3,3.4,"(-0.001, 0.05]"
"(165, 170]","(3.5, 3.6]",0.006472491909385114,165,170,3.5,3.6,"(-0.001, 0.05]"
"(165, 170]","(3.6, 3.7]",0.006472491909385114,165,170,3.6,3.7,"(-0.001, 0.05]"
"(170, 175]","(3.4, 3.5]",0.006472491909385114,170,175,3.4,3.5,"(-0.001, 0.05]"
"(170, 175]","(3.5, 3.6]",0.016181229773462782,170,175,3.5,3.6,"(-0.001, 0.05]"
"(170, 175]","(3.6, 3.7]",0.012944983818770227,170,175,3.6,3.7,"(-0.001, 0.05]"
"(175, 180]","(2.9, 3.0]",0.003236245954692557,175,180,2.9,3.0,"(-0.001, 0.05]"
"(175, 180]","(3.3, 3.4]",0.003236245954692557,175,180,3.3,3.4,"(-0.001, 0.05]"
"(175, 180]","(3.6, 3.7]",0.006472491909385114,175,180,3.6,3.7,"(-0.001, 0.05]"
"(180, 185]","(3.2, 3.3]",0.003236245954692557,180,185,3.2,3.3,"(-0.001, 0.05]"
"(180, 185]","(3.4, 3.5]",0.003236245954692557,180,185,3.4,3.5,"(-0.001, 0.05]"
"(180, 185]","(3.5, 3.6]",0.019417475728155338,180,185,3.5,3.6,"(-0.001, 0.05]"
"(180, 185]","(3.6, 3.7]",0.006472491909385114,180,185,3.6,3.7,"(-0.001, 0.05]"
"(185, 190]","(3.2, 3.3]",0.003236245954692557,185,190,3.2,3.3,"(-0.001, 0.05]"
"(185, 190]","(3.5, 3.6]",0.042071197411003236,185,190,3.5,3.6,"(-0.001, 0.05]"
"(185, 190]","(3.6, 3.7]",0.009708737864077669,185,190,3.6,3.7,"(-0.001, 0.05]"
"(190, 195]","(3.2, 3.3]",0.003236245954692557,190,195,3.2,3.3,"(-0.001, 0.05]"
"(190, 195]","(3.4, 3.5]",0.003236245954692557,190,195,3.4,3.5,"(-0.001, 0.05]"
"(190, 195]","(3.5, 3.6]",0.019417475728155338,190,195,3.5,3.6,"(-0.001, 0.05]"
"(190, 195]","(3.6, 3.7]",0.016181229773462782,190,195,3.6,3.7,"(-0.001, 0.05]"
"(195, 200]","(3.0, 3.1]",0.003236245954692557,195,200,3.0,3.1,"(-0.001, 0.05]"
"(195, 200]","(3.3, 3.4]",0.003236245954692557,195,200,3.3,3.4,"(-0.001, 0.05]"
"(195, 200]","(3.4, 3.5]",0.009708737864077669,195,200,3.4,3.5,"(-0.001, 0.05]"
"(195, 200]","(3.5, 3.6]",0.025889967637540454,195,200,3.5,3.6,"(-0.001, 0.05]"
"(195, 200]","(3.6, 3.7]",0.025889967637540454,195,200,3.6,3.7,"(-0.001, 0.05]"
"(195, 200]","(3.7, 3.8]",0.003236245954692557,195,200,3.7,3.8,"(-0.001, 0.05]"
"(200, 205]","(3.3, 3.4]",0.003236245954692557,200,205,3.3,3.4,"(-0.001, 0.05]"
"(200, 205]","(3.5, 3.6]",0.038834951456310676,200,205,3.5,3.6,"(-0.001, 0.05]"
"(200, 205]","(3.6, 3.7]",0.009708737864077669,200,205,3.6,3.7,"(-0.001, 0.05]"
"(205, 210]","(3.0, 3.1]",0.003236245954692557,205,210,3.0,3.1,"(-0.001, 0.05]"
"(205, 210]","(3.3, 3.4]",0.006472491909385114,205,210,3.3,3.4,"(-0.001, 0.05]"
"(205, 210]","(3.4, 3.5]",0.016181229773462782,205,210,3.4,3.5,"(-0.001, 0.05]"
"(205, 210]","(3.5, 3.6]",0.025889967637540454,205,210,3.5,3.6,"(-0.001, 0.05]"
"(205, 210]","(3.6, 3.7]",0.009708737864077669,205,210,3.6,3.7,"(-0.001, 0.05]"
"(210, 215]","(3.4, 3.5]",0.003236245954692557,210,215,3.4,3.5,"(-0.001, 0.05]"
"(210, 215]","(3.5, 3.6]",0.016181229773462782,210,215,3.5,3.6,"(-0.001, 0.05]"
"(210, 215]","(3.6, 3.7]",0.012944983818770227,210,215,3.6,3.7,"(-0.001, 0.05]"
"(215, 220]","(3.4, 3.5]",0.006472491909385114,215,220,3.4,3.5,"(-0.001, 0.05]"
"(215, 220]","(3.5, 3.6]",0.006472491909385114,215,220,3.5,3.6,"(-0.001, 0.05]"
"(215, 220]","(3.6, 3.7]",0.009708737864077669,215,220,3.6,3.7,"(-0.001, 0.05]"
"(220, 225]","(3.3, 3.4]",0.009708737864077669,220,225,3.3,3.4,"(-0.001, 0.05]"
"(220, 225]","(3.4, 3.5]",0.006472491909385114,220,225,3.4,3.5,"(-0.001, 0.05]"
"(220, 225]","(3.5, 3.6]",0.012944983818770227,220,225,3.5,3.6,"(-0.001, 0.05]"
"(220, 225]","(3.6, 3.7]",0.009708737864077669,220,225,3.6,3.7,"(-0.001, 0.05]"
"(225, 230]","(3.1, 3.2]",0.003236245954692557,225,230,3.1,3.2,"(-0.001, 0.05]"
"(225, 230]","(3.4, 3.5]",0.003236245954692557,225,230,3.4,3.5,"(-0.001, 0.05]"
"(225, 230]","(3.5, 3.6]",0.009708737864077669,225,230,3.5,3.6,"(-0.001, 0.05]"
"(225, 230]","(3.6, 3.7]",0.009708737864077669,225,230,3.6,3.7,"(-0.001, 0.05]"
"(230, 235]","(3.0, 3.1]",0.003236245954692557,230,235,3.0,3.1,"(-0.001, 0.05]"
"(230, 235]","(3.4, 3.5]",0.003236245954692557,230,235,3.4,3.5,"(-0.001, 0.05]"
"(230, 235]","(3.5, 3.6]",0.009708737864077669,230,235,3.5,3.6,"(-0.001, 0.05]"
"(230, 235]","(3.6, 3.7]",0.003236245954692557,230,235,3.6,3.7,"(-0.001, 0.05]"
"(235, 240]","(3.3, 3.4]",0.003236245954692557,235,240,3.3,3.4,"(-0.001, 0.05]"
"(235, 240]","(3.4, 3.5]",0.003236245954692557,235,240,3.4,3.5,"(-0.001, 0.05]"
"(235, 240]","(3.5, 3.6]",0.012944983818770227,235,240,3.5,3.6,"(-0.001, 0.05]"
"(235, 240]","(3.6, 3.7]",0.006472491909385114,235,240,3.6,3.7,"(-0.001, 0.05]"
"(240, 245]","(3.0, 3.1]",0.003236245954692557,240,245,3.0,3.1,"(-0.001, 0.05]"
"(240, 245]","(3.2, 3.3]",0.006472491909385114,240,245,3.2,3.3,"(-0.001, 0.05]"
"(240, 245]","(3.5, 3.6]",0.012944983818770227,240,245,3.5,3.6,"(-0.001, 0.05]"
"(240, 245]","(3.6, 3.7]",0.016181229773462782,240,245,3.6,3.7,"(-0.001, 0.05]"
"(245, 250]","(3.3, 3.4]",0.003236245954692557,245,250,3.3,3.4,"(-0.001, 0.05]"
"(245, 250]","(3.5, 3.6]",0.012944983818770227,245,250,3.5,3.6,"(-0.001, 0.05]"
"(245, 250]","(3.6, 3.7]",0.012944983818770227,245,250,3.6,3.7,"(-0.001, 0.05]"
"(250, 255]","(3.3, 3.4]",0.003236245954692557,250,255,3.3,3.4,"(-0.001, 0.05]"
"(250, 255]","(3.4, 3.5]",0.003236245954692557,250,255,3.4,3.5,"(-0.001, 0.05]"
"(250, 255]","(3.5, 3.6]",0.009708737864077669,250,255,3.5,3.6,"(-0.001, 0.05]"
"(250, 255]","(3.6, 3.7]",0.003236245954692557,250,255,3.6,3.7,"(-0.001, 0.05]"
"(255, 260]","(3.2, 3.3]",0.006472491909385114,255,260,3.2,3.3,"(-0.001, 0.05]"
"(255, 260]","(3.5, 3.6]",0.012944983818770227,255,260,3.5,3.6,"(-0.001, 0.05]"
"(255, 260]","(3.6, 3.7]",0.009708737864077669,255,260,3.6,3.7,"(-0.001, 0.05]"
"(260, 265]","(3.2, 3.3]",0.003236245954692557,260,265,3.2,3.3,"(-0.001, 0.05]"
"(260, 265]","(3.5, 3.6]",0.012944983818770227,260,265,3.5,3.6,"(-0.001, 0.05]"
"(260, 265]","(3.6, 3.7]",0.006472491909385114,260,265,3.6,3.7,"(-0.001, 0.05]"
"(265, 270]","(3.5, 3.6]",0.009708737864077669,265,270,3.5,3.6,"(-0.001, 0.05]"
"(265, 270]","(3.6, 3.7]",0.006472491909385114,265,270,3.6,3.7,"(-0.001, 0.05]"
"(270, 275]","(3.4, 3.5]",0.003236245954692557,270,275,3.4,3.5,"(-0.001, 0.05]"
"(270, 275]","(3.5, 3.6]",0.012944983818770227,270,275,3.5,3.6,"(-0.001, 0.05]"
"(270, 275]","(3.6, 3.7]",0.006472491909385114,270,275,3.6,3.7,"(-0.001, 0.05]"
"(275, 280]","(3.3, 3.4]",0.003236245954692557,275,280,3.3,3.4,"(-0.001, 0.05]"
"(275, 280]","(3.5, 3.6]",0.003236245954692557,275,280,3.5,3.6,"(-0.001, 0.05]"
"(275, 280]","(3.6, 3.7]",0.003236245954692557,275,280,3.6,3.7,"(-0.001, 0.05]"
"(280, 285]","(3.2, 3.3]",0.003236245954692557,280,285,3.2,3.3,"(-0.001, 0.05]"
"(280, 285]","(3.5, 3.6]",0.009708737864077669,280,285,3.5,3.6,"(-0.001, 0.05]"
"(280, 285]","(3.6, 3.7]",0.006472491909385114,280,285,3.6,3.7,"(-0.001, 0.05]"
"(285, 290]","(3.5, 3.6]",0.009708737864077669,285,290,3.5,3.6,"(-0.001, 0.05]"
"(285, 290]","(3.6, 3.7]",0.006472491909385114,285,290,3.6,3.7,"(-0.001, 0.05]"
"(290, 295]","(3.3, 3.4]",0.003236245954692557,290,295,3.3,3.4,"(-0.001, 0.05]"
"(290, 295]","(3.5, 3.6]",0.006472491909385114,290,295,3.5,3.6,"(-0.001, 0.05]"
"(295, 300]","(3.5, 3.6]",0.003236245954692557,295,300,3.5,3.6,"(-0.001, 0.05]"
"(295, 300]","(3.6, 3.7]",0.006472491909385114,295,300,3.6,3.7,"(-0.001, 0.05]"
"(300, 305]","(3.5, 3.6]",0.003236245954692557,300,305,3.5,3.6,"(-0.001, 0.05]"
"(305, 310]","(3.6, 3.7]",0.003236245954692557,305,310,3.6,3.7,"(-0.001, 0.05]"
"(310, 315]","(3.5, 3.6]",0.003236245954692557,310,315,3.5,3.6,"(-0.001, 0.05]"
"(315, 320]","(3.5, 3.6]",0.006472491909385114,315,320,3.5,3.6,"(-0.001, 0.05]"
"(325, 330]","(3.6, 3.7]",0.003236245954692557,325,330,3.6,3.7,"(-0.001, 0.05]"
"(330, 335]","(3.2, 3.3]",0.003236245954692557,330,335,3.2,3.3,"(-0.001, 0.05]"
"(330, 335]","(3.5, 3.6]",0.003236245954692557,330,335,3.5,3.6,"(-0.001, 0.05]"
"(340, 345]","(3.4, 3.5]",0.006472491909385114,340,345,3.4,3.5,"(-0.001, 0.05]"
"(340, 345]","(3.6, 3.7]",0.006472491909385114,340,345,3.6,3.7,"(-0.001, 0.05]"
"(345, 350]","(3.1, 3.2]",0.003236245954692557,345,350,3.1,3.2,"(-0.001, 0.05]"
"(345, 350]","(3.5, 3.6]",0.003236245954692557,345,350,3.5,3.6,"(-0.001, 0.05]"
"(350, 355]","(3.5, 3.6]",0.006472491909385114,350,355,3.5,3.6,"(-0.001, 0.05]"
"(355, 360]","(3.5, 3.6]",0.006472491909385114,355,360,3.5,3.6,"(-0.001, 0.05]"
"(365, 370]","(3.4, 3.5]",0.003236245954692557,365,370,3.4,3.5,"(-0.001, 0.05]"
"(370, 375]","(3.4, 3.5]",0.003236245954692557,370,375,3.4,3.5,"(-0.001, 0.05]"
"(385, 390]","(3.5, 3.6]",0.003236245954692557,385,390,3.5,3.6,"(-0.001, 0.05]"
"(395, 400]","(3.5, 3.6]",0.003236245954692557,395,400,3.5,3.6,"(-0.001, 0.05]"
"(400, 405]","(3.5, 3.6]",0.003236245954692557,400,405,3.5,3.6,"(-0.001, 0.05]"
"(430, 435]","(3.2, 3.3]",0.003236245954692557,430,435,3.2,3.3,"(-0.001, 0.05]"
"(435, 440]","(3.5, 3.6]",0.003236245954692557,435,440,3.5,3.6,"(-0.001, 0.05]"
"(440, 445]","(3.7, 3.8]",0.003236245954692557,440,445,3.7,3.8,"(-0.001, 0.05]"
"(445, 450]","(3.5, 3.6]",0.003236245954692557,445,450,3.5,3.6,"(-0.001, 0.05]"
"(515, 520]","(3.5, 3.6]",0.003236245954692557,515,520,3.5,3.6,"(-0.001, 0.05]"
"(525, 530]","(3.5, 3.6]",0.003236245954692557,525,530,3.5,3.6,"(-0.001, 0.05]"
"(530, 535]","(3.5, 3.6]",0.003236245954692557,530,535,3.5,3.6,"(-0.001, 0.05]"
"(135, 140]","(3.5, 3.6]",0.0036363636363636364,135,140,3.5,3.6,"(0.05, 0.1]"
"(140, 145]","(3.5, 3.6]",0.0036363636363636364,140,145,3.5,3.6,"(0.05, 0.1]"
"(140, 145]","(3.6, 3.7]",0.0036363636363636364,140,145,3.6,3.7,"(0.05, 0.1]"
"(145, 150]","(2.7, 2.8]",0.0036363636363636364,145,150,2.7,2.8,"(0.05, 0.1]"
"(145, 150]","(3.5, 3.6]",0.01090909090909091,145,150,3.5,3.6,"(0.05, 0.1]"
"(145, 150]","(3.6, 3.7]",0.0036363636363636364,145,150,3.6,3.7,"(0.05, 0.1]"
"(150, 155]","(1.5, 1.6]",0.0036363636363636364,150,155,1.5,1.6,"(0.05, 0.1]"
"(150, 155]","(3.3, 3.4]",0.0036363636363636364,150,155,3.3,3.4,"(0.05, 0.1]"
"(150, 155]","(3.4, 3.5]",0.0036363636363636364,150,155,3.4,3.5,"(0.05, 0.1]"
"(150, 155]","(3.5, 3.6]",0.01818181818181818,150,155,3.5,3.6,"(0.05, 0.1]"
"(150, 155]","(3.6, 3.7]",0.007272727272727273,150,155,3.6,3.7,"(0.05, 0.1]"
"(155, 160]","(2.7, 2.8]",0.0036363636363636364,155,160,2.7,2.8,"(0.05, 0.1]"
"(155, 160]","(3.3, 3.4]",0.0036363636363636364,155,160,3.3,3.4,"(0.05, 0.1]"
"(155, 160]","(3.5, 3.6]",0.01818181818181818,155,160,3.5,3.6,"(0.05, 0.1]"
"(155, 160]","(3.6, 3.7]",0.0036363636363636364,155,160,3.6,3.7,"(0.05, 0.1]"
"(160, 165]","(2.7, 2.8]",0.0036363636363636364,160,165,2.7,2.8,"(0.05, 0.1]"
"(160, 165]","(2.9, 3.0]",0.007272727272727273,160,165,2.9,3.0,"(0.05, 0.1]"
"(160, 165]","(3.0, 3.1]",0.0036363636363636364,160,165,3.0,3.1,"(0.05, 0.1]"
"(160, 165]","(3.4, 3.5]",0.014545454545454545,160,165,3.4,3.5,"(0.05, 0.1]"
"(160, 165]","(3.5, 3.6]",0.014545454545454545,160,165,3.5,3.6,"(0.05, 0.1]"
"(160, 165]","(3.6, 3.7]",0.007272727272727273,160,165,3.6,3.7,"(0.05, 0.1]"
"(165, 170]","(3.1, 3.2]",0.0036363636363636364,165,170,3.1,3.2,"(0.05, 0.1]"
"(165, 170]","(3.4, 3.5]",0.0036363636363636364,165,170,3.4,3.5,"(0.05, 0.1]"
"(165, 170]","(3.5, 3.6]",0.01090909090909091,165,170,3.5,3.6,"(0.05, 0.1]"
"(165, 170]","(3.6, 3.7]",0.007272727272727273,165,170,3.6,3.7,"(0.05, 0.1]"
"(170, 175]","(3.0, 3.1]",0.0036363636363636364,170,175,3.0,3.1,"(0.05, 0.1]"
"(170, 175]","(3.5, 3.6]",0.01090909090909091,170,175,3.5,3.6,"(0.05, 0.1]"
"(170, 175]","(3.6, 3.7]",0.01090909090909091,170,175,3.6,3.7,"(0.05, 0.1]"
"(175, 180]","(2.7, 2.8]",0.0036363636363636364,175,180,2.7,2.8,"(0.05, 0.1]"
"(175, 180]","(3.2, 3.3]",0.0036363636363636364,175,180,3.2,3.3,"(0.05, 0.1]"
"(175, 180]","(3.5, 3.6]",0.014545454545454545,175,180,3.5,3.6,"(0.05, 0.1]"
"(175, 180]","(3.6, 3.7]",0.007272727272727273,175,180,3.6,3.7,"(0.05, 0.1]"
"(180, 185]","(3.4, 3.5]",0.0036363636363636364,180,185,3.4,3.5,"(0.05, 0.1]"
"(180, 185]","(3.5, 3.6]",0.007272727272727273,180,185,3.5,3.6,"(0.05, 0.1]"
"(180, 185]","(3.6, 3.7]",0.01090909090909091,180,185,3.6,3.7,"(0.05, 0.1]"
"(185, 190]","(3.2, 3.3]",0.0036363636363636364,185,190,3.2,3.3,"(0.05, 0.1]"
"(185, 190]","(3.4, 3.5]",0.007272727272727273,185,190,3.4,3.5,"(0.05, 0.1]"
"(185, 190]","(3.5, 3.6]",0.01818181818181818,185,190,3.5,3.6,"(0.05, 0.1]"
"(185, 190]","(3.6, 3.7]",0.007272727272727273,185,190,3.6,3.7,"(0.05, 0.1]"
"(190, 195]","(2.6, 2.7]",0.0036363636363636364,190,195,2.6,2.7,"(0.05, 0.1]"
"(190, 195]","(3.1, 3.2]",0.0036363636363636364,190,195,3.1,3.2,"(0.05, 0.1]"
"(190, 195]","(3.4, 3.5]",0.007272727272727273,190,195,3.4,3.5,"(0.05, 0.1]"
"(190, 195]","(3.5, 3.6]",0.02909090909090909,190,195,3.5,3.6,"(0.05, 0.1]"
"(190, 195]","(3.6, 3.7]",0.0036363636363636364,190,195,3.6,3.7,"(0.05, 0.1]"
"(195, 200]","(3.4, 3.5]",0.014545454545454545,195,200,3.4,3.5,"(0.05, 0.1]"
"(195, 200]","(3.5, 3.6]",0.02909090909090909,195,200,3.5,3.6,"(0.05, 0.1]"
"(195, 200]","(3.6, 3.7]",0.01090909090909091,195,200,3.6,3.7,"(0.05, 0.1]"
"(200, 205]","(2.5, 2.6]",0.0036363636363636364,200,205,2.5,2.6,"(0.05, 0.1]"
"(200, 205]","(2.8, 2.9]",0.0036363636363636364,200,205,2.8,2.9,"(0.05, 0.1]"
"(200, 205]","(3.4, 3.5]",0.014545454545454545,200,205,3.4,3.5,"(0.05, 0.1]"
"(200, 205]","(3.5, 3.6]",0.02909090909090909,200,205,3.5,3.6,"(0.05, 0.1]"
"(200, 205]","(3.6, 3.7]",0.014545454545454545,200,205,3.6,3.7,"(0.05, 0.1]"
"(205, 210]","(3.0, 3.1]",0.0036363636363636364,205,210,3.0,3.1,"(0.05, 0.1]"
"(205, 210]","(3.1, 3.2]",0.007272727272727273,205,210,3.1,3.2,"(0.05, 0.1]"
"(205, 210]","(3.2, 3.3]",0.0036363636363636364,205,210,3.2,3.3,"(0.05, 0.1]"
"(205, 210]","(3.3, 3.4]",0.007272727272727273,205,210,3.3,3.4,"(0.05, 0.1]"
"(205, 210]","(3.4, 3.5]",0.007272727272727273,205,210,3.4,3.5,"(0.05, 0.1]"
"(205, 210]","(3.5, 3.6]",0.01090909090909091,205,210,3.5,3.6,"(0.05, 0.1]"
"(205, 210]","(3.6, 3.7]",0.01090909090909091,205,210,3.6,3.7,"(0.05, 0.1]"
"(210, 215]","(2.8, 2.9]",0.0036363636363636364,210,215,2.8,2.9,"(0.05, 0.1]"
"(210, 215]","(3.0, 3.1]",0.0036363636363636364,210,215,3.0,3.1,"(0.05, 0.1]"
"(210, 215]","(3.1, 3.2]",0.0036363636363636364,210,215,3.1,3.2,"(0.05, 0.1]"
"(210, 215]","(3.2, 3.3]",0.0036363636363636364,210,215,3.2,3.3,"(0.05, 0.1]"
"(210, 215]","(3.4, 3.5]",0.0036363636363636364,210,215,3.4,3.5,"(0.05, 0.1]"
"(210, 215]","(3.5, 3.6]",0.01090909090909091,210,215,3.5,3.6,"(0.05, 0.1]"
"(210, 215]","(3.6, 3.7]",0.007272727272727273,210,215,3.6,3.7,"(0.05, 0.1]"
"(215, 220]","(3.0, 3.1]",0.0036363636363636364,215,220,3.0,3.1,"(0.05, 0.1]"
"(215, 220]","(3.4, 3.5]",0.007272727272727273,215,220,3.4,3.5,"(0.05, 0.1]"
"(215, 220]","(3.5, 3.6]",0.014545454545454545,215,220,3.5,3.6,"(0.05, 0.1]"
"(220, 225]","(2.8, 2.9]",0.0036363636363636364,220,225,2.8,2.9,"(0.05, 0.1]"
"(220, 225]","(3.2, 3.3]",0.0036363636363636364,220,225,3.2,3.3,"(0.05, 0.1]"
"(220, 225]","(3.5, 3.6]",0.01818181818181818,220,225,3.5,3.6,"(0.05, 0.1]"
"(220, 225]","(3.6, 3.7]",0.007272727272727273,220,225,3.6,3.7,"(0.05, 0.1]"
"(225, 230]","(2.7, 2.8]",0.0036363636363636364,225,230,2.7,2.8,"(0.05, 0.1]"
"(225, 230]","(2.9, 3.0]",0.0036363636363636364,225,230,2.9,3.0,"(0.05, 0.1]"
"(225, 230]","(3.4, 3.5]",0.007272727272727273,225,230,3.4,3.5,"(0.05, 0.1]"
"(225, 230]","(3.5, 3.6]",0.02181818181818182,225,230,3.5,3.6,"(0.05, 0.1]"
"(225, 230]","(3.6, 3.7]",0.01090909090909091,225,230,3.6,3.7,"(0.05, 0.1]"
"(230, 235]","(3.4, 3.5]",0.0036363636363636364,230,235,3.4,3.5,"(0.05, 0.1]"
"(230, 235]","(3.5, 3.6]",0.014545454545454545,230,235,3.5,3.6,"(0.05, 0.1]"
"(235, 240]","(3.5, 3.6]",0.014545454545454545,235,240,3.5,3.6,"(0.05, 0.1]"
"(235, 240]","(3.6, 3.7]",0.0036363636363636364,235,240,3.6,3.7,"(0.05, 0.1]"
"(240, 245]","(2.9, 3.0]",0.0036363636363636364,240,245,2.9,3.0,"(0.05, 0.1]"
"(240, 245]","(3.1, 3.2]",0.0036363636363636364,240,245,3.1,3.2,"(0.05, 0.1]"
"(240, 245]","(3.4, 3.5]",0.0036363636363636364,240,245,3.4,3.5,"(0.05, 0.1]"
"(240, 245]","(3.5, 3.6]",0.01090909090909091,240,245,3.5,3.6,"(0.05, 0.1]"
"(240, 245]","(3.6, 3.7]",0.01090909090909091,240,245,3.6,3.7,"(0.05, 0.1]"
"(245, 250]","(3.4, 3.5]",0.0036363636363636364,245,250,3.4,3.5,"(0.05, 0.1]"
"(245, 250]","(3.5, 3.6]",0.007272727272727273,245,250,3.5,3.6,"(0.05, 0.1]"
"(245, 250]","(3.6, 3.7]",0.014545454545454545,245,250,3.6,3.7,"(0.05, 0.1]"
"(245, 250]","(3.7, 3.8]",0.0036363636363636364,245,250,3.7,3.8,"(0.05, 0.1]"
"(250, 255]","(3.0, 3.1]",0.0036363636363636364,250,255,3.0,3.1,"(0.05, 0.1]"
"(250, 255]","(3.4, 3.5]",0.0036363636363636364,250,255,3.4,3.5,"(0.05, 0.1]"
"(250, 255]","(3.5, 3.6]",0.007272727272727273,250,255,3.5,3.6,"(0.05, 0.1]"
"(250, 255]","(3.6, 3.7]",0.007272727272727273,250,255,3.6,3.7,"(0.05, 0.1]"
"(255, 260]","(3.5, 3.6]",0.02909090909090909,255,260,3.5,3.6,"(0.05, 0.1]"
"(255, 260]","(3.6, 3.7]",0.0036363636363636364,255,260,3.6,3.7,"(0.05, 0.1]"
"(260, 265]","(3.4, 3.5]",0.0036363636363636364,260,265,3.4,3.5,"(0.05, 0.1]"
"(260, 265]","(3.5, 3.6]",0.014545454545454545,260,265,3.5,3.6,"(0.05, 0.1]"
"(265, 270]","(3.5, 3.6]",0.014545454545454545,265,270,3.5,3.6,"(0.05, 0.1]"
"(265, 270]","(3.6, 3.7]",0.0036363636363636364,265,270,3.6,3.7,"(0.05, 0.1]"
"(270, 275]","(2.7, 2.8]",0.007272727272727273,270,275,2.7,2.8,"(0.05, 0.1]"
"(270, 275]","(2.8, 2.9]",0.0036363636363636364,270,275,2.8,2.9,"(0.05, 0.1]"
"(270, 275]","(3.0, 3.1]",0.0036363636363636364,270,275,3.0,3.1,"(0.05, 0.1]"
"(270, 275]","(3.5, 3.6]",0.007272727272727273,270,275,3.5,3.6,"(0.05, 0.1]"
"(270, 275]","(3.6, 3.7]",0.0036363636363636364,270,275,3.6,3.7,"(0.05, 0.1]"
"(275, 280]","(2.4, 2.5]",0.0036363636363636364,275,280,2.4,2.5,"(0.05, 0.1]"
"(275, 280]","(2.5, 2.6]",0.0036363636363636364,275,280,2.5,2.6,"(0.05, 0.1]"
"(275, 280]","(3.4, 3.5]",0.0036363636363636364,275,280,3.4,3.5,"(0.05, 0.1]"
"(275, 280]","(3.5, 3.6]",0.007272727272727273,275,280,3.5,3.6,"(0.05, 0.1]"
"(275, 280]","(3.6, 3.7]",0.01090909090909091,275,280,3.6,3.7,"(0.05, 0.1]"
"(280, 285]","(3.4, 3.5]",0.0036363636363636364,280,285,3.4,3.5,"(0.05, 0.1]"
"(280, 285]","(3.5, 3.6]",0.01090909090909091,280,285,3.5,3.6,"(0.05, 0.1]"
"(285, 290]","(3.5, 3.6]",0.007272727272727273,285,290,3.5,3.6,"(0.05, 0.1]"
"(290, 295]","(3.4, 3.5]",0.007272727272727273,290,295,3.4,3.5,"(0.05, 0.1]"
"(290, 295]","(3.5, 3.6]",0.007272727272727273,290,295,3.5,3.6,"(0.05, 0.1]"
"(295, 300]","(3.0, 3.1]",0.0036363636363636364,295,300,3.0,3.1,"(0.05, 0.1]"
"(295, 300]","(3.5, 3.6]",0.007272727272727273,295,300,3.5,3.6,"(0.05, 0.1]"
"(300, 305]","(3.6, 3.7]",0.0036363636363636364,300,305,3.6,3.7,"(0.05, 0.1]"
"(305, 310]","(3.6, 3.7]",0.0036363636363636364,305,310,3.6,3.7,"(0.05, 0.1]"
"(310, 315]","(3.5, 3.6]",0.01090909090909091,310,315,3.5,3.6,"(0.05, 0.1]"
"(310, 315]","(3.6, 3.7]",0.0036363636363636364,310,315,3.6,3.7,"(0.05, 0.1]"
"(315, 320]","(3.5, 3.6]",0.0036363636363636364,315,320,3.5,3.6,"(0.05, 0.1]"
"(320, 325]","(3.5, 3.6]",0.0036363636363636364,320,325,3.5,3.6,"(0.05, 0.1]"
"(320, 325]","(3.6, 3.7]",0.0036363636363636364,320,325,3.6,3.7,"(0.05, 0.1]"
"(330, 335]","(3.4, 3.5]",0.0036363636363636364,330,335,3.4,3.5,"(0.05, 0.1]"
"(335, 340]","(3.2, 3.3]",0.0036363636363636364,335,340,3.2,3.3,"(0.05, 0.1]"
"(335, 340]","(3.5, 3.6]",0.0036363636363636364,335,340,3.5,3.6,"(0.05, 0.1]"
"(355, 360]","(3.1, 3.2]",0.0036363636363636364,355,360,3.1,3.2,"(0.05, 0.1]"
