duration_bin,log10_total_gametocyte_density_bin,prob,duration_bin_min,duration_bin_max,log10_total_gametocyte_density_bin_min,log10_total_gametocyte_density_bin_max,immunity_bin
"(205, 210]","(2.5, 2.6]",0.002680965147453083,205,210,2.5,2.6,"(0.25, 0.3]"
"(205, 210]","(2.9, 3.0]",0.00804289544235925,205,210,2.9,3.0,"(0.25, 0.3]"
"(205, 210]","(3.0, 3.1]",0.002680965147453083,205,210,3.0,3.1,"(0.25, 0.3]"
"(205, 210]","(3.1, 3.2]",0.00804289544235925,205,210,3.1,3.2,"(0.25, 0.3]"
"(205, 210]","(3.2, 3.3]",0.002680965147453083,205,210,3.2,3.3,"(0.25, 0.3]"
"(205, 210]","(3.4, 3.5]",0.00804289544235925,205,210,3.4,3.5,"(0.25, 0.3]"
"(205, 210]","(3.5, 3.6]",0.0160857908847185,205,210,3.5,3.6,"(0.25, 0.3]"
"(210, 215]","(2.4, 2.5]",0.005361930294906166,210,215,2.4,2.5,"(0.25, 0.3]"
"(210, 215]","(2.8, 2.9]",0.005361930294906166,210,215,2.8,2.9,"(0.25, 0.3]"
"(210, 215]","(3.1, 3.2]",0.005361930294906166,210,215,3.1,3.2,"(0.25, 0.3]"
"(210, 215]","(3.3, 3.4]",0.002680965147453083,210,215,3.3,3.4,"(0.25, 0.3]"
"(210, 215]","(3.5, 3.6]",0.00804289544235925,210,215,3.5,3.6,"(0.25, 0.3]"
"(215, 220]","(2.2, 2.3]",0.002680965147453083,215,220,2.2,2.3,"(0.25, 0.3]"
"(215, 220]","(2.4, 2.5]",0.002680965147453083,215,220,2.4,2.5,"(0.25, 0.3]"
"(215, 220]","(2.9, 3.0]",0.002680965147453083,215,220,2.9,3.0,"(0.25, 0.3]"
"(215, 220]","(3.0, 3.1]",0.005361930294906166,215,220,3.0,3.1,"(0.25, 0.3]"
"(215, 220]","(3.4, 3.5]",0.002680965147453083,215,220,3.4,3.5,"(0.25, 0.3]"
"(220, 225]","(2.3, 2.4]",0.002680965147453083,220,225,2.3,2.4,"(0.25, 0.3]"
"(220, 225]","(2.6, 2.7]",0.002680965147453083,220,225,2.6,2.7,"(0.25, 0.3]"
"(220, 225]","(3.1, 3.2]",0.002680965147453083,220,225,3.1,3.2,"(0.25, 0.3]"
"(220, 225]","(3.2, 3.3]",0.002680965147453083,220,225,3.2,3.3,"(0.25, 0.3]"
"(220, 225]","(3.4, 3.5]",0.002680965147453083,220,225,3.4,3.5,"(0.25, 0.3]"
"(220, 225]","(3.5, 3.6]",0.005361930294906166,220,225,3.5,3.6,"(0.25, 0.3]"
"(220, 225]","(3.6, 3.7]",0.002680965147453083,220,225,3.6,3.7,"(0.25, 0.3]"
"(225, 230]","(1.9, 2.0]",0.002680965147453083,225,230,1.9,2.0,"(0.25, 0.3]"
"(225, 230]","(3.0, 3.1]",0.002680965147453083,225,230,3.0,3.1,"(0.25, 0.3]"
"(225, 230]","(3.1, 3.2]",0.00804289544235925,225,230,3.1,3.2,"(0.25, 0.3]"
"(225, 230]","(3.4, 3.5]",0.002680965147453083,225,230,3.4,3.5,"(0.25, 0.3]"
"(225, 230]","(3.5, 3.6]",0.002680965147453083,225,230,3.5,3.6,"(0.25, 0.3]"
"(225, 230]","(3.6, 3.7]",0.002680965147453083,225,230,3.6,3.7,"(0.25, 0.3]"
"(230, 235]","(1.9, 2.0]",0.002680965147453083,230,235,1.9,2.0,"(0.25, 0.3]"
"(230, 235]","(3.4, 3.5]",0.024128686327077747,230,235,3.4,3.5,"(0.25, 0.3]"
"(230, 235]","(3.5, 3.6]",0.002680965147453083,230,235,3.5,3.6,"(0.25, 0.3]"
"(235, 240]","(3.0, 3.1]",0.002680965147453083,235,240,3.0,3.1,"(0.25, 0.3]"
"(235, 240]","(3.1, 3.2]",0.002680965147453083,235,240,3.1,3.2,"(0.25, 0.3]"
"(235, 240]","(3.6, 3.7]",0.005361930294906166,235,240,3.6,3.7,"(0.25, 0.3]"
"(240, 245]","(2.4, 2.5]",0.002680965147453083,240,245,2.4,2.5,"(0.25, 0.3]"
"(240, 245]","(2.9, 3.0]",0.002680965147453083,240,245,2.9,3.0,"(0.25, 0.3]"
"(240, 245]","(3.0, 3.1]",0.002680965147453083,240,245,3.0,3.1,"(0.25, 0.3]"
"(240, 245]","(3.1, 3.2]",0.002680965147453083,240,245,3.1,3.2,"(0.25, 0.3]"
"(240, 245]","(3.4, 3.5]",0.002680965147453083,240,245,3.4,3.5,"(0.25, 0.3]"
"(240, 245]","(3.5, 3.6]",0.005361930294906166,240,245,3.5,3.6,"(0.25, 0.3]"
"(245, 250]","(2.7, 2.8]",0.005361930294906166,245,250,2.7,2.8,"(0.25, 0.3]"
"(245, 250]","(2.8, 2.9]",0.002680965147453083,245,250,2.8,2.9,"(0.25, 0.3]"
"(245, 250]","(2.9, 3.0]",0.005361930294906166,245,250,2.9,3.0,"(0.25, 0.3]"
"(245, 250]","(3.1, 3.2]",0.002680965147453083,245,250,3.1,3.2,"(0.25, 0.3]"
"(245, 250]","(3.5, 3.6]",0.002680965147453083,245,250,3.5,3.6,"(0.25, 0.3]"
"(250, 255]","(2.8, 2.9]",0.00804289544235925,250,255,2.8,2.9,"(0.25, 0.3]"
"(250, 255]","(3.4, 3.5]",0.002680965147453083,250,255,3.4,3.5,"(0.25, 0.3]"
"(250, 255]","(3.5, 3.6]",0.00804289544235925,250,255,3.5,3.6,"(0.25, 0.3]"
"(255, 260]","(2.4, 2.5]",0.002680965147453083,255,260,2.4,2.5,"(0.25, 0.3]"
"(255, 260]","(2.9, 3.0]",0.002680965147453083,255,260,2.9,3.0,"(0.25, 0.3]"
"(255, 260]","(3.4, 3.5]",0.002680965147453083,255,260,3.4,3.5,"(0.25, 0.3]"
"(260, 265]","(2.7, 2.8]",0.002680965147453083,260,265,2.7,2.8,"(0.25, 0.3]"
"(260, 265]","(3.4, 3.5]",0.002680965147453083,260,265,3.4,3.5,"(0.25, 0.3]"
"(260, 265]","(3.5, 3.6]",0.002680965147453083,260,265,3.5,3.6,"(0.25, 0.3]"
"(260, 265]","(3.6, 3.7]",0.005361930294906166,260,265,3.6,3.7,"(0.25, 0.3]"
"(265, 270]","(3.1, 3.2]",0.002680965147453083,265,270,3.1,3.2,"(0.25, 0.3]"
"(265, 270]","(3.5, 3.6]",0.002680965147453083,265,270,3.5,3.6,"(0.25, 0.3]"
"(270, 275]","(3.1, 3.2]",0.005361930294906166,270,275,3.1,3.2,"(0.25, 0.3]"
"(270, 275]","(3.5, 3.6]",0.002680965147453083,270,275,3.5,3.6,"(0.25, 0.3]"
"(270, 275]","(3.6, 3.7]",0.002680965147453083,270,275,3.6,3.7,"(0.25, 0.3]"
"(275, 280]","(3.0, 3.1]",0.002680965147453083,275,280,3.0,3.1,"(0.25, 0.3]"
"(275, 280]","(3.5, 3.6]",0.005361930294906166,275,280,3.5,3.6,"(0.25, 0.3]"
"(280, 285]","(2.7, 2.8]",0.002680965147453083,280,285,2.7,2.8,"(0.25, 0.3]"
"(285, 290]","(2.3, 2.4]",0.002680965147453083,285,290,2.3,2.4,"(0.25, 0.3]"
"(285, 290]","(3.1, 3.2]",0.002680965147453083,285,290,3.1,3.2,"(0.25, 0.3]"
"(285, 290]","(3.4, 3.5]",0.002680965147453083,285,290,3.4,3.5,"(0.25, 0.3]"
"(295, 300]","(3.0, 3.1]",0.002680965147453083,295,300,3.0,3.1,"(0.25, 0.3]"
"(295, 300]","(3.1, 3.2]",0.005361930294906166,295,300,3.1,3.2,"(0.25, 0.3]"
"(295, 300]","(3.5, 3.6]",0.002680965147453083,295,300,3.5,3.6,"(0.25, 0.3]"
"(300, 305]","(2.9, 3.0]",0.002680965147453083,300,305,2.9,3.0,"(0.25, 0.3]"
"(300, 305]","(3.1, 3.2]",0.002680965147453083,300,305,3.1,3.2,"(0.25, 0.3]"
"(305, 310]","(3.5, 3.6]",0.002680965147453083,305,310,3.5,3.6,"(0.25, 0.3]"
"(310, 315]","(3.2, 3.3]",0.002680965147453083,310,315,3.2,3.3,"(0.25, 0.3]"
"(310, 315]","(3.4, 3.5]",0.002680965147453083,310,315,3.4,3.5,"(0.25, 0.3]"
"(315, 320]","(3.6, 3.7]",0.002680965147453083,315,320,3.6,3.7,"(0.25, 0.3]"
"(325, 330]","(3.2, 3.3]",0.002680965147453083,325,330,3.2,3.3,"(0.25, 0.3]"
"(330, 335]","(3.4, 3.5]",0.002680965147453083,330,335,3.4,3.5,"(0.25, 0.3]"
"(335, 340]","(3.5, 3.6]",0.002680965147453083,335,340,3.5,3.6,"(0.25, 0.3]"
"(350, 355]","(2.8, 2.9]",0.002680965147453083,350,355,2.8,2.9,"(0.25, 0.3]"
"(350, 355]","(3.5, 3.6]",0.002680965147453083,350,355,3.5,3.6,"(0.25, 0.3]"
"(360, 365]","(3.3, 3.4]",0.002680965147453083,360,365,3.3,3.4,"(0.25, 0.3]"
"(370, 375]","(3.4, 3.5]",0.002680965147453083,370,375,3.4,3.5,"(0.25, 0.3]"
"(375, 380]","(2.8, 2.9]",0.002680965147453083,375,380,2.8,2.9,"(0.25, 0.3]"
"(385, 390]","(2.8, 2.9]",0.002680965147453083,385,390,2.8,2.9,"(0.25, 0.3]"
"(395, 400]","(3.3, 3.4]",0.002680965147453083,395,400,3.3,3.4,"(0.25, 0.3]"
"(410, 415]","(3.5, 3.6]",0.002680965147453083,410,415,3.5,3.6,"(0.25, 0.3]"
"(465, 470]","(3.4, 3.5]",0.002680965147453083,465,470,3.4,3.5,"(0.25, 0.3]"
"(100, 105]","(1.7, 1.8]",0.0025906735751295338,100,105,1.7,1.8,"(0.3, 0.35]"
"(105, 110]","(0.7, 0.8]",0.0025906735751295338,105,110,0.7,0.8,"(0.3, 0.35]"
"(110, 115]","(3.3, 3.4]",0.0025906735751295338,110,115,3.3,3.4,"(0.3, 0.35]"
"(115, 120]","(2.2, 2.3]",0.0025906735751295338,115,120,2.2,2.3,"(0.3, 0.35]"
"(115, 120]","(2.8, 2.9]",0.0051813471502590676,115,120,2.8,2.9,"(0.3, 0.35]"
"(120, 125]","(2.7, 2.8]",0.0025906735751295338,120,125,2.7,2.8,"(0.3, 0.35]"
"(120, 125]","(2.8, 2.9]",0.0051813471502590676,120,125,2.8,2.9,"(0.3, 0.35]"
"(125, 130]","(2.0, 2.1]",0.0025906735751295338,125,130,2.0,2.1,"(0.3, 0.35]"
"(125, 130]","(2.3, 2.4]",0.0025906735751295338,125,130,2.3,2.4,"(0.3, 0.35]"
"(130, 135]","(2.3, 2.4]",0.0025906735751295338,130,135,2.3,2.4,"(0.3, 0.35]"
"(130, 135]","(3.4, 3.5]",0.0025906735751295338,130,135,3.4,3.5,"(0.3, 0.35]"
"(135, 140]","(2.9, 3.0]",0.0025906735751295338,135,140,2.9,3.0,"(0.3, 0.35]"
"(135, 140]","(3.4, 3.5]",0.0051813471502590676,135,140,3.4,3.5,"(0.3, 0.35]"
"(140, 145]","(1.8, 1.9]",0.0025906735751295338,140,145,1.8,1.9,"(0.3, 0.35]"
"(140, 145]","(2.7, 2.8]",0.0025906735751295338,140,145,2.7,2.8,"(0.3, 0.35]"
"(140, 145]","(2.9, 3.0]",0.0025906735751295338,140,145,2.9,3.0,"(0.3, 0.35]"
"(140, 145]","(3.3, 3.4]",0.0051813471502590676,140,145,3.3,3.4,"(0.3, 0.35]"
"(140, 145]","(3.4, 3.5]",0.007772020725388601,140,145,3.4,3.5,"(0.3, 0.35]"
"(140, 145]","(3.5, 3.6]",0.010362694300518135,140,145,3.5,3.6,"(0.3, 0.35]"
"(145, 150]","(1.8, 1.9]",0.010362694300518135,145,150,1.8,1.9,"(0.3, 0.35]"
"(145, 150]","(2.8, 2.9]",0.0025906735751295338,145,150,2.8,2.9,"(0.3, 0.35]"
"(145, 150]","(2.9, 3.0]",0.0025906735751295338,145,150,2.9,3.0,"(0.3, 0.35]"
"(145, 150]","(3.0, 3.1]",0.007772020725388601,145,150,3.0,3.1,"(0.3, 0.35]"
"(145, 150]","(3.1, 3.2]",0.0025906735751295338,145,150,3.1,3.2,"(0.3, 0.35]"
"(145, 150]","(3.3, 3.4]",0.0051813471502590676,145,150,3.3,3.4,"(0.3, 0.35]"
"(145, 150]","(3.4, 3.5]",0.010362694300518135,145,150,3.4,3.5,"(0.3, 0.35]"
"(145, 150]","(3.5, 3.6]",0.023316062176165803,145,150,3.5,3.6,"(0.3, 0.35]"
"(145, 150]","(3.6, 3.7]",0.0051813471502590676,145,150,3.6,3.7,"(0.3, 0.35]"
"(150, 155]","(1.9, 2.0]",0.0025906735751295338,150,155,1.9,2.0,"(0.3, 0.35]"
"(150, 155]","(2.0, 2.1]",0.0025906735751295338,150,155,2.0,2.1,"(0.3, 0.35]"
"(150, 155]","(2.7, 2.8]",0.0025906735751295338,150,155,2.7,2.8,"(0.3, 0.35]"
"(150, 155]","(2.8, 2.9]",0.010362694300518135,150,155,2.8,2.9,"(0.3, 0.35]"
"(150, 155]","(2.9, 3.0]",0.018134715025906734,150,155,2.9,3.0,"(0.3, 0.35]"
"(150, 155]","(3.0, 3.1]",0.0025906735751295338,150,155,3.0,3.1,"(0.3, 0.35]"
"(150, 155]","(3.1, 3.2]",0.0051813471502590676,150,155,3.1,3.2,"(0.3, 0.35]"
"(150, 155]","(3.4, 3.5]",0.010362694300518135,150,155,3.4,3.5,"(0.3, 0.35]"
"(150, 155]","(3.5, 3.6]",0.010362694300518135,150,155,3.5,3.6,"(0.3, 0.35]"
"(155, 160]","(2.8, 2.9]",0.007772020725388601,155,160,2.8,2.9,"(0.3, 0.35]"
"(155, 160]","(2.9, 3.0]",0.0025906735751295338,155,160,2.9,3.0,"(0.3, 0.35]"
"(155, 160]","(3.0, 3.1]",0.007772020725388601,155,160,3.0,3.1,"(0.3, 0.35]"
"(155, 160]","(3.1, 3.2]",0.0051813471502590676,155,160,3.1,3.2,"(0.3, 0.35]"
"(155, 160]","(3.5, 3.6]",0.0025906735751295338,155,160,3.5,3.6,"(0.3, 0.35]"
"(160, 165]","(2.2, 2.3]",0.0025906735751295338,160,165,2.2,2.3,"(0.3, 0.35]"
"(160, 165]","(2.3, 2.4]",0.010362694300518135,160,165,2.3,2.4,"(0.3, 0.35]"
"(160, 165]","(2.4, 2.5]",0.0025906735751295338,160,165,2.4,2.5,"(0.3, 0.35]"
"(160, 165]","(2.7, 2.8]",0.0025906735751295338,160,165,2.7,2.8,"(0.3, 0.35]"
"(160, 165]","(2.8, 2.9]",0.010362694300518135,160,165,2.8,2.9,"(0.3, 0.35]"
"(160, 165]","(2.9, 3.0]",0.0051813471502590676,160,165,2.9,3.0,"(0.3, 0.35]"
"(160, 165]","(3.4, 3.5]",0.007772020725388601,160,165,3.4,3.5,"(0.3, 0.35]"
"(160, 165]","(3.5, 3.6]",0.0025906735751295338,160,165,3.5,3.6,"(0.3, 0.35]"
"(165, 170]","(1.8, 1.9]",0.0025906735751295338,165,170,1.8,1.9,"(0.3, 0.35]"
"(165, 170]","(1.9, 2.0]",0.0025906735751295338,165,170,1.9,2.0,"(0.3, 0.35]"
"(165, 170]","(2.2, 2.3]",0.0025906735751295338,165,170,2.2,2.3,"(0.3, 0.35]"
"(165, 170]","(2.3, 2.4]",0.0025906735751295338,165,170,2.3,2.4,"(0.3, 0.35]"
"(165, 170]","(2.4, 2.5]",0.0025906735751295338,165,170,2.4,2.5,"(0.3, 0.35]"
"(165, 170]","(2.5, 2.6]",0.0025906735751295338,165,170,2.5,2.6,"(0.3, 0.35]"
"(165, 170]","(2.8, 2.9]",0.010362694300518135,165,170,2.8,2.9,"(0.3, 0.35]"
"(165, 170]","(2.9, 3.0]",0.007772020725388601,165,170,2.9,3.0,"(0.3, 0.35]"
"(165, 170]","(3.0, 3.1]",0.0051813471502590676,165,170,3.0,3.1,"(0.3, 0.35]"
"(165, 170]","(3.1, 3.2]",0.0025906735751295338,165,170,3.1,3.2,"(0.3, 0.35]"
"(165, 170]","(3.3, 3.4]",0.0025906735751295338,165,170,3.3,3.4,"(0.3, 0.35]"
"(165, 170]","(3.4, 3.5]",0.0051813471502590676,165,170,3.4,3.5,"(0.3, 0.35]"
"(165, 170]","(3.5, 3.6]",0.015544041450777202,165,170,3.5,3.6,"(0.3, 0.35]"
"(165, 170]","(3.6, 3.7]",0.0025906735751295338,165,170,3.6,3.7,"(0.3, 0.35]"
"(170, 175]","(2.0, 2.1]",0.0025906735751295338,170,175,2.0,2.1,"(0.3, 0.35]"
"(170, 175]","(2.3, 2.4]",0.0025906735751295338,170,175,2.3,2.4,"(0.3, 0.35]"
"(170, 175]","(2.7, 2.8]",0.0025906735751295338,170,175,2.7,2.8,"(0.3, 0.35]"
"(170, 175]","(2.9, 3.0]",0.0025906735751295338,170,175,2.9,3.0,"(0.3, 0.35]"
"(170, 175]","(3.0, 3.1]",0.007772020725388601,170,175,3.0,3.1,"(0.3, 0.35]"
"(170, 175]","(3.1, 3.2]",0.0051813471502590676,170,175,3.1,3.2,"(0.3, 0.35]"
"(170, 175]","(3.2, 3.3]",0.0051813471502590676,170,175,3.2,3.3,"(0.3, 0.35]"
"(170, 175]","(3.3, 3.4]",0.0051813471502590676,170,175,3.3,3.4,"(0.3, 0.35]"
"(170, 175]","(3.4, 3.5]",0.0051813471502590676,170,175,3.4,3.5,"(0.3, 0.35]"
"(170, 175]","(3.5, 3.6]",0.010362694300518135,170,175,3.5,3.6,"(0.3, 0.35]"
"(175, 180]","(1.6, 1.7]",0.0025906735751295338,175,180,1.6,1.7,"(0.3, 0.35]"
"(175, 180]","(2.0, 2.1]",0.0025906735751295338,175,180,2.0,2.1,"(0.3, 0.35]"
"(175, 180]","(2.3, 2.4]",0.0025906735751295338,175,180,2.3,2.4,"(0.3, 0.35]"
"(175, 180]","(2.4, 2.5]",0.0025906735751295338,175,180,2.4,2.5,"(0.3, 0.35]"
"(175, 180]","(2.6, 2.7]",0.0025906735751295338,175,180,2.6,2.7,"(0.3, 0.35]"
"(175, 180]","(2.8, 2.9]",0.007772020725388601,175,180,2.8,2.9,"(0.3, 0.35]"
"(175, 180]","(3.0, 3.1]",0.010362694300518135,175,180,3.0,3.1,"(0.3, 0.35]"
"(175, 180]","(3.1, 3.2]",0.0051813471502590676,175,180,3.1,3.2,"(0.3, 0.35]"
"(175, 180]","(3.2, 3.3]",0.0025906735751295338,175,180,3.2,3.3,"(0.3, 0.35]"
"(175, 180]","(3.4, 3.5]",0.010362694300518135,175,180,3.4,3.5,"(0.3, 0.35]"
"(175, 180]","(3.5, 3.6]",0.0051813471502590676,175,180,3.5,3.6,"(0.3, 0.35]"
"(175, 180]","(3.6, 3.7]",0.0025906735751295338,175,180,3.6,3.7,"(0.3, 0.35]"
"(180, 185]","(2.0, 2.1]",0.0025906735751295338,180,185,2.0,2.1,"(0.3, 0.35]"
"(180, 185]","(2.3, 2.4]",0.015544041450777202,180,185,2.3,2.4,"(0.3, 0.35]"
"(180, 185]","(2.9, 3.0]",0.0051813471502590676,180,185,2.9,3.0,"(0.3, 0.35]"
"(180, 185]","(3.0, 3.1]",0.007772020725388601,180,185,3.0,3.1,"(0.3, 0.35]"
"(180, 185]","(3.1, 3.2]",0.0025906735751295338,180,185,3.1,3.2,"(0.3, 0.35]"
"(180, 185]","(3.3, 3.4]",0.007772020725388601,180,185,3.3,3.4,"(0.3, 0.35]"
"(180, 185]","(3.4, 3.5]",0.0025906735751295338,180,185,3.4,3.5,"(0.3, 0.35]"
"(180, 185]","(3.5, 3.6]",0.0051813471502590676,180,185,3.5,3.6,"(0.3, 0.35]"
"(180, 185]","(3.6, 3.7]",0.0025906735751295338,180,185,3.6,3.7,"(0.3, 0.35]"
"(180, 185]","(3.7, 3.8]",0.0025906735751295338,180,185,3.7,3.8,"(0.3, 0.35]"
"(185, 190]","(2.3, 2.4]",0.0051813471502590676,185,190,2.3,2.4,"(0.3, 0.35]"
"(185, 190]","(2.6, 2.7]",0.0025906735751295338,185,190,2.6,2.7,"(0.3, 0.35]"
"(185, 190]","(2.7, 2.8]",0.0025906735751295338,185,190,2.7,2.8,"(0.3, 0.35]"
"(185, 190]","(2.8, 2.9]",0.0025906735751295338,185,190,2.8,2.9,"(0.3, 0.35]"
"(185, 190]","(2.9, 3.0]",0.0025906735751295338,185,190,2.9,3.0,"(0.3, 0.35]"
"(185, 190]","(3.0, 3.1]",0.0051813471502590676,185,190,3.0,3.1,"(0.3, 0.35]"
"(185, 190]","(3.1, 3.2]",0.0025906735751295338,185,190,3.1,3.2,"(0.3, 0.35]"
"(185, 190]","(3.2, 3.3]",0.0025906735751295338,185,190,3.2,3.3,"(0.3, 0.35]"
"(185, 190]","(3.3, 3.4]",0.0025906735751295338,185,190,3.3,3.4,"(0.3, 0.35]"
"(185, 190]","(3.4, 3.5]",0.010362694300518135,185,190,3.4,3.5,"(0.3, 0.35]"
"(185, 190]","(3.5, 3.6]",0.0051813471502590676,185,190,3.5,3.6,"(0.3, 0.35]"
"(190, 195]","(1.8, 1.9]",0.0025906735751295338,190,195,1.8,1.9,"(0.3, 0.35]"
"(190, 195]","(2.0, 2.1]",0.0025906735751295338,190,195,2.0,2.1,"(0.3, 0.35]"
"(190, 195]","(2.3, 2.4]",0.0025906735751295338,190,195,2.3,2.4,"(0.3, 0.35]"
"(190, 195]","(2.7, 2.8]",0.0025906735751295338,190,195,2.7,2.8,"(0.3, 0.35]"
"(190, 195]","(2.8, 2.9]",0.0025906735751295338,190,195,2.8,2.9,"(0.3, 0.35]"
"(190, 195]","(2.9, 3.0]",0.0025906735751295338,190,195,2.9,3.0,"(0.3, 0.35]"
"(190, 195]","(3.0, 3.1]",0.007772020725388601,190,195,3.0,3.1,"(0.3, 0.35]"
"(190, 195]","(3.1, 3.2]",0.007772020725388601,190,195,3.1,3.2,"(0.3, 0.35]"
"(190, 195]","(3.2, 3.3]",0.010362694300518135,190,195,3.2,3.3,"(0.3, 0.35]"
"(190, 195]","(3.3, 3.4]",0.0025906735751295338,190,195,3.3,3.4,"(0.3, 0.35]"
"(190, 195]","(3.4, 3.5]",0.015544041450777202,190,195,3.4,3.5,"(0.3, 0.35]"
"(190, 195]","(3.5, 3.6]",0.007772020725388601,190,195,3.5,3.6,"(0.3, 0.35]"
"(190, 195]","(3.6, 3.7]",0.0025906735751295338,190,195,3.6,3.7,"(0.3, 0.35]"
"(195, 200]","(2.3, 2.4]",0.0051813471502590676,195,200,2.3,2.4,"(0.3, 0.35]"
"(195, 200]","(2.4, 2.5]",0.0025906735751295338,195,200,2.4,2.5,"(0.3, 0.35]"
"(195, 200]","(2.8, 2.9]",0.007772020725388601,195,200,2.8,2.9,"(0.3, 0.35]"
"(195, 200]","(3.1, 3.2]",0.0051813471502590676,195,200,3.1,3.2,"(0.3, 0.35]"
"(195, 200]","(3.2, 3.3]",0.0025906735751295338,195,200,3.2,3.3,"(0.3, 0.35]"
"(195, 200]","(3.3, 3.4]",0.0025906735751295338,195,200,3.3,3.4,"(0.3, 0.35]"
"(195, 200]","(3.4, 3.5]",0.0051813471502590676,195,200,3.4,3.5,"(0.3, 0.35]"
"(195, 200]","(3.5, 3.6]",0.0051813471502590676,195,200,3.5,3.6,"(0.3, 0.35]"
"(195, 200]","(3.6, 3.7]",0.0025906735751295338,195,200,3.6,3.7,"(0.3, 0.35]"
"(200, 205]","(3.0, 3.1]",0.0051813471502590676,200,205,3.0,3.1,"(0.3, 0.35]"
"(200, 205]","(3.1, 3.2]",0.0025906735751295338,200,205,3.1,3.2,"(0.3, 0.35]"
"(200, 205]","(3.3, 3.4]",0.0051813471502590676,200,205,3.3,3.4,"(0.3, 0.35]"
"(200, 205]","(3.4, 3.5]",0.007772020725388601,200,205,3.4,3.5,"(0.3, 0.35]"
"(205, 210]","(2.7, 2.8]",0.0025906735751295338,205,210,2.7,2.8,"(0.3, 0.35]"
"(205, 210]","(2.8, 2.9]",0.0025906735751295338,205,210,2.8,2.9,"(0.3, 0.35]"
"(205, 210]","(2.9, 3.0]",0.0025906735751295338,205,210,2.9,3.0,"(0.3, 0.35]"
"(205, 210]","(3.0, 3.1]",0.0051813471502590676,205,210,3.0,3.1,"(0.3, 0.35]"
"(205, 210]","(3.1, 3.2]",0.010362694300518135,205,210,3.1,3.2,"(0.3, 0.35]"
"(205, 210]","(3.3, 3.4]",0.0025906735751295338,205,210,3.3,3.4,"(0.3, 0.35]"
"(205, 210]","(3.4, 3.5]",0.007772020725388601,205,210,3.4,3.5,"(0.3, 0.35]"
"(205, 210]","(3.5, 3.6]",0.0025906735751295338,205,210,3.5,3.6,"(0.3, 0.35]"
"(205, 210]","(3.6, 3.7]",0.0051813471502590676,205,210,3.6,3.7,"(0.3, 0.35]"
"(210, 215]","(2.4, 2.5]",0.0051813471502590676,210,215,2.4,2.5,"(0.3, 0.35]"
"(210, 215]","(2.5, 2.6]",0.0025906735751295338,210,215,2.5,2.6,"(0.3, 0.35]"
"(210, 215]","(2.7, 2.8]",0.0025906735751295338,210,215,2.7,2.8,"(0.3, 0.35]"
"(210, 215]","(3.0, 3.1]",0.007772020725388601,210,215,3.0,3.1,"(0.3, 0.35]"
"(210, 215]","(3.1, 3.2]",0.0025906735751295338,210,215,3.1,3.2,"(0.3, 0.35]"
"(210, 215]","(3.4, 3.5]",0.010362694300518135,210,215,3.4,3.5,"(0.3, 0.35]"
"(210, 215]","(3.5, 3.6]",0.0051813471502590676,210,215,3.5,3.6,"(0.3, 0.35]"
"(215, 220]","(2.6, 2.7]",0.0025906735751295338,215,220,2.6,2.7,"(0.3, 0.35]"
"(215, 220]","(2.8, 2.9]",0.0025906735751295338,215,220,2.8,2.9,"(0.3, 0.35]"
"(215, 220]","(3.0, 3.1]",0.0051813471502590676,215,220,3.0,3.1,"(0.3, 0.35]"
"(215, 220]","(3.1, 3.2]",0.0051813471502590676,215,220,3.1,3.2,"(0.3, 0.35]"
"(215, 220]","(3.4, 3.5]",0.0025906735751295338,215,220,3.4,3.5,"(0.3, 0.35]"
"(215, 220]","(3.5, 3.6]",0.010362694300518135,215,220,3.5,3.6,"(0.3, 0.35]"
"(220, 225]","(2.2, 2.3]",0.0025906735751295338,220,225,2.2,2.3,"(0.3, 0.35]"
"(220, 225]","(2.8, 2.9]",0.0025906735751295338,220,225,2.8,2.9,"(0.3, 0.35]"
"(220, 225]","(3.0, 3.1]",0.0025906735751295338,220,225,3.0,3.1,"(0.3, 0.35]"
"(220, 225]","(3.1, 3.2]",0.0025906735751295338,220,225,3.1,3.2,"(0.3, 0.35]"
"(220, 225]","(3.3, 3.4]",0.0025906735751295338,220,225,3.3,3.4,"(0.3, 0.35]"
"(220, 225]","(3.4, 3.5]",0.0025906735751295338,220,225,3.4,3.5,"(0.3, 0.35]"
"(220, 225]","(3.5, 3.6]",0.007772020725388601,220,225,3.5,3.6,"(0.3, 0.35]"
"(225, 230]","(2.8, 2.9]",0.0025906735751295338,225,230,2.8,2.9,"(0.3, 0.35]"
"(225, 230]","(2.9, 3.0]",0.0025906735751295338,225,230,2.9,3.0,"(0.3, 0.35]"
"(225, 230]","(3.0, 3.1]",0.0025906735751295338,225,230,3.0,3.1,"(0.3, 0.35]"
"(225, 230]","(3.1, 3.2]",0.007772020725388601,225,230,3.1,3.2,"(0.3, 0.35]"
"(225, 230]","(3.5, 3.6]",0.012953367875647668,225,230,3.5,3.6,"(0.3, 0.35]"
"(230, 235]","(3.0, 3.1]",0.0051813471502590676,230,235,3.0,3.1,"(0.3, 0.35]"
"(230, 235]","(3.1, 3.2]",0.007772020725388601,230,235,3.1,3.2,"(0.3, 0.35]"
"(235, 240]","(2.8, 2.9]",0.0025906735751295338,235,240,2.8,2.9,"(0.3, 0.35]"
"(235, 240]","(2.9, 3.0]",0.0025906735751295338,235,240,2.9,3.0,"(0.3, 0.35]"
